AGENT3 KFCP/KAGENT3.md3 3.0 0.0
AGENT8 KDLC/KOCTOLINGGIRL.md3 3.0 0.0
AIAI KAPL/KAIAI.md3 3.0 0.0
AIGIS KAPL/KAIGIS.md3 3.0 0.0
AMIGO KDLC/KAMIGO.md3 3.0 0.0
AMY KAPL/KAMY.md3 3.0 0.0
ARCH ENMY/ARCH.md3 1.0 0.0
ARLE KAPL/KARLE.md3 3.0 0.0
ARLECOMP KDLC/KARL.md3 3.0 0.0
ARMA OBJE/MAGN.md3 3.0 0.0
ARMB OBJE/SOBB.md3 3.0 0.0
ARMF OBJE/SOBB.md3 3.0 0.0
ASPK KAOB/ASPK.md3 3.0 0.0
AZDX KDLC/KKAZDX.md3 3.0 0.0
BABA KDLC/KBABA.md3 3.0 0.0
BANA KAOB/BANA.md3 3.0 0.0
BBRA KAOB/BBRA.md3 3.0 0.0
BBUZ ENMY/BBUZ.md3 3.0 0.0
BEAN KDLC/KBEAN.md3 3.0 0.0
BEAT KAPL/KBEAT.md3 3.0 0.0
BFRT KAOB/BFRT.md3 3.0 0.0
BHOG KAOB/BHOG.md3 3.0 0.0
BIG KDLC/KBIG.md3 3.0 0.0
BIGTHECAT KDLC/KBIG.md3 3.0 0.0
BKTV OBJE/BKTV.md3 1.5 0.0
BLAZE KAPL/KBLAZE.md3 3.0 0.0
BLEC ENMY/BLEC.md3 2.8 0.0
BLON KAOB/BLON.md3 3.0 0.0
BLTV OBJE/BLTV.md3 1.5 0.0
BMCE OBJE/BMCE.md3 3.0 0.0
BMNE ENMY/BMNE.md3 3.0 0.0
BMSL OBJE/BMSL.md3 3.0 0.0
BOMB KAOB/BOMB.md3 3.0 0.0
BOMBERMAN KDLC/KBOMB.md3 3.0 0.0
BOST KAOB/BOST.md3 3.0 0.0
BOWH KAOB/BPIN.md3 3.0 0.0
BOWL KAOB/BPIN.md3 3.0 0.0
BRBX OBJE/BRBX.md3 1.5 0.0
BRNG KAOB/BRNG.md3 3.0 0.0
BRRL KAOB/BRRL.md3 3.0 0.0
BRRR KAOB/BRRR.md3 3.0 0.0
BSPR OBJE/BSPR.md3 2.7 0.0
BUBR OBJE/SHED.md3 3.0 0.0
BUTV OBJE/BUTV.md3 1.5 0.0
BUZB KAOB/BUZB.md3 3.0 0.0
BUZZ ENMY/BUZZ.md3 3.0 0.0
CALLIE_SS KDLC/KCALLIE_SS.md3 3.0 0.0
CAMO ENMY/CAMO.md3 3.0 0.0
CARB KDLC/KCARB.md3 3.0 0.0
CAROL KDLC/FP_CAROL.md3 3.0 0.0
CATERKILLER KFIR/KCATTERKILLER.md3 3.0 0.0
CBFS ENMY/CBFS.md3 4.8 0.0
CBRA KAOB/CBRA.md3 3.0 0.0
CCOM ENMY/CCOM.md3 3.0 0.0
COLA KDLC/COLA.md3 3.0 0.0
CCTV OBJE/CCTV.md3 1.5 0.0
CEMG OBJE/EMMY.md3 3.0 0.0
CHAO KAPL/KCHAO.md3 3.0 0.0
CHARMY KDLC/KCHARMY.md3 3.0 0.0
CHEZ KAOB/CHEZ.md3 3.0 0.0
CHOM KAOB/CHOM.md3 3.0 0.0
CHUCHU KDLC/KCHCH.md3 3.0 0.0
CKIP KAOB/CKIP.md3 3.0 0.0
CRAWLAKART KDLC/KPOS.md3 3.0 0.0
CREAM KAPL/KCREAM.md3 3.0 0.0
CURLYBRACE KFCP/KCURLY.md3 3.0 0.0
DARKCHAO KAPL/KDCHAO.md3 3.0 0.0
DBAN KAOB/DBAN.md3 3.0 0.0
DERP KDLC/KDERP.md3 3.0 0.0
DETN ENMY/DETN.md3 3.0 0.0
DFAK KAOB/DFAK.md3 3.0 0.0
DGSH KAOB/DGSH.md3 3.0 0.0
DIDDYKONG KFCP/KDIDDY.md3 3.0 0.0
DIRK KDLC/KDIRK.md3 3.0 0.0
DIXIEKONG KFCP/KDIXIE.md3 3.0 0.0
DK64 KFCP/KDK64.md3 3.0 0.0
DOOM KAPL/KDOOM.md3 3.0 0.0
DOOMGUY KAPL/KDOOM.md3 3.0 0.0
DRIL ENMY/DRIL.md3 3.0 0.0
DRSH KAOB/DRSH.md3 3.0 0.0
EGGB OBJE/EGGB.md3 1.5 0.0
EGGMAN KAPL/KEGG.md3 3.0 0.0
EGGR KDLC/KROBO.md3 3.0 0.0
EGGROBO KDLC/KROBO.md3 3.0 0.0
ELEM OBJE/MAGN.md3 3.0 0.0
ELTV OBJE/ELTV.md3 1.5 0.0
EMER OBJE/EMER.md3 3.0 0.0
EMERL KDLC/KEMERL.md3 3.0 0.0
EMMY OBJE/EMMY.md3 3.0 0.0
ESHI ENMY/ESHI.md3 7.0 0.0
ESPIO KAPL/KESPIO.md3 3.0 0.0
FAKE ENMY/FAKE.md3 3.0 0.0
FED KDLC/FED.md3 3.0 0.0
FANG KDLC/KFANG.md3 3.0 0.0
FISH ENMY/FISH.md3 3.0 0.0
FITM KAOB/FAIK.md3 2.75 0.0
FLAR OBJE/SHED.md3 3.0 0.0
FLICKY KAPL/KFLICKY.md3 3.0 0.0
FLTV OBJE/FLTV.md3 1.5 0.0
FORC OBJE/MAGN.md3 3.0 0.0
FROG KAOB/FROG.md3 3.0 0.0
FRYE KFCP/KFRYE.md3 3.0 0.0
FTHK OBJE/THOK.md3 3.0 0.0
FUFO OBJE/FUFO.md3 3.0 0.0
GAMMA KAPL/KGAMMA.md3 3.0 0.0
GAMMACAR CRMF/KGMCR.md3 3.0 0.0
GMCR CRMF/KGMCR.md3 3.0 0.0
GBTV OBJE/GBTV.md3 1.5 0.0
GENO KDLC/KGENO.md3 3.0 0.0
GRTV OBJE/GRTV.md3 1.5 0.0
GSNP ENMY/GSNP.md3 3.2 0.0
Grounder KDLC/KGROUND.md2 3.0 0.0
HEADY KDLC/KHED.md3 3.0 0.0
HEROCHAO KAPL/KHCHAO.md3 3.0 0.0
HORNET KDLC/KHRNT.md3 3.0 0.0
ISTA KAOB/INSTA.md3 3.0 0.0
JAWZ KAOB/JAWZ.md3 3.0 0.0
ABJZ KAOB/ABJAWZ.md3 2.5 0.0
JETB ENMY/JETB.md3 3.0 0.0
JETC ENMY/JETC.md3 3.0 0.0
JETG ENMY/JETG.md3 2.8 0.0
JETG ENMY/JETG.md3 3.0 0.0
JETS ENMY/JETS.md3 3.0 0.0
JJAW ENMY/JJAW.md3 1.9 0.0
JOKER KDLC/KJOKER.md3 3.0 0.0
JULIAKART KDLC/Julia.md3 3.0 0.0
KANADE KDLC/KKANADE.md3 3.0 0.0
KART8LUIGI KDLC/KLUIGI.md3 3.0 0.0
KARTLUIGI KDLC/KLUIGI.md3 3.0 0.0
SUMA KDLC/KMARIO.md3 3.0 0.0
KBLN KAOB/NBLR.md3 3.0 0.0
KELSORA KDLC/KKELSORA.md3 3.0 0.0
KIRBYMODERN KDLC/KMKIRBY.md3 3.0 0.0
KIRYU KAPL/KKIRYU.md3 3.0 0.0
KLONOA_LUNATEA KFCP/KKLONOALUN.md3 3.0 0.0
KNUCKLES KAPL/KKNUCKLES.md3 3.0 0.0
LEVL BLANK.md3 3.0 0.0
LILAC KDLC/FP_LILAC.md3 2.9 0.0
LOVR KDLC/MOVRed.md3 3.0 0.0
LUIGI KDLC/KLUIGI.md3 3.0 0.0
MAGN OBJE/MAGN.md3 3.0 0.0
MAMY KDLC/bikeamy.md3 3.0 0.0
MARIE_SS KFCP/KMARIE_SS.md3 3.0 0.0
MEDR ENMY/MEDR.md3 3.0 0.0
METALKNUX KDLC/KMKNUX.md3 3.0 0.0
METALSONIC KAPL/KMETAL.md3 3.0 0.0
METAL_KNUCKLES KDLC/KMKNUX.md3 3.0 0.0
MIGHTY KAPL/KMIGHTY.md3 3.0 0.0
MIKU KAPL/KMIKU.md3 3.0 0.0
MILLA KDLC/FP_MILLA.md3 2.8 0.0
MIXU OBJE/MIXU.md3 1.5 0.0
MMVOLNUTT KFCP/KMMVOLNUTT.md3 3.0 0.0
MNUS ENMY/MNUS.md3 3.0 0.0
MODERNAMY KAPL/KAMY.md3 3.0 0.0
MOTOBUG KAPL/KMOTO.md3 3.0 0.0
MOVR KDLC/MOVRed.md3 3.0 0.0
MRKILL KDLC/KMRKILL.md3 3.0 0.0
MSONIC CRMF/SASRS.md3 3.0 0.0
MSPAINTDOG KDLC/KSAL.md3 3.0 0.0
MSPAINTDOG KDLC/SAL.md3 3.0 0.0
MTEX OBJE/MTEX.md3 1.5 0.0
MTYM KAOB/MOLE.md3 3.0 0.0
NEDR ENMY/MEDR.md3 3.0 0.0
NEERA KDLC/FP_NEERA.md3 2.9 0.0
NEPTUNE KDLC/KBANA.md3 3.0 0.0
NIGHTS KAPL/KNIGHTS.md3 3.0 0.0
NOCC OBJE/THOK.md3 3.0 0.0
Noid KDLC/DP_NOID.md3 3.0 0.0
OCTF KDLC/KOCTOLINGGIRL.md3 3.0 0.0
OFRT KAOB/TFRT.md3 3.0 0.0
OMEGA KAPL/KOMEGA.md3 3.0 0.0
OMOCHAO KDLC/KOCHAO.md3 3.0 0.0
OPAOPA KDLC/KOPA.md3 3.0 0.0
ORBN KAOB/PNTY.md3 3.0 0.0
OSHD KAOB/OSHD.md3 3.0 0.0
ORACLE KDLC/oracle.md3 3.0 0.0
